commodity;categoria;categoria_planning;categoria_gpc;product_group;marca_gpc;cod_produto;produto;peso_liquido_caixa;unidades_caixa;peso_liquido_unitario
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;42Q;DEO DOVE AERO REGULAR;1,044;12;0,08700
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;42R;DEO REXONA AERO REGULAR;1,068;12;0,08900
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE ROLL-ON;DOVE;42Y;DEO DOVE ROLL ON REGULAR;0,636;12;0,05300
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE ROLL-ON;REXONA;42Z;DEO REXONA ROLL ON REGULAR;0,651;12;0,05425
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE ROLL-ON;DOVE;69F;DEO DOVE ROLL ON COMPACT;0,191;6;0,03183
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE ROLL-ON;SUAVE;6EQ;DEO SUAVE ROLL ON REGULAR;0,651;12;0,05425
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;SUAVE;6U3;DEO SUAVE AERO REGULAR (NOVO);1,044;12;0,08700
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;AXE;76A;DEO AXE AERO REGULAR AP;1,080;12;0,09000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;7BH;DEO REXONA AERO REGULAR - GOLIAS;1,422;12;0,11850
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE ROLL-ON;DOVE;7QI;DEO DOVE ROLL ON PREMIUM;0,634;12;0,05283
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE CREME;SUAVE;8KA;DEO SUAVE CREME REGULAR;6,600;120;0,05500
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;8X9;DEO REXONA AERO CLINICAL;1,092;12;0,09100
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE STICK;DOVE;93Z;DEO DOVE MEN STICK;0,600;12;0,05000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;94P;DEO DOVE MEN AERO REGULAR - IMP;1,068;12;0,08900
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;94R;DEO DOVE AERO REGULAR - IMP;1,092;12;0,09100
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;AXE;94V;DEO AXE AERO REGULAR BS - IMP;1,080;12;0,09000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;98W;DEO DOVE AERO REGULAR - GOLIAS;1,416;12;0,11800
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;9N0;DEO DOVE MEN AERO REGULAR - GOLIAS;1,392;12;0,11600
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;SUAVE;9RB;DEO SUAVE AERO REGULAR - GOLIAS;1,392;12;0,11600
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;9U3;DEO DOVE AERO CLINICAL;1,080;12;0,09000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;9XF;DEO REXONA AERO MINI CLINICAL;0,402;12;0,03350
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;B0J;DEO REXONA AERO PES;1,056;12;0,08800
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE TALCO;REXONA;B0L;DEO REXONA TALCO PES;1,200;12;0,10000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;AXE;B3S;DEO AXE AERO REGULAR - GOLIAS;1,476;12;0,12300
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;B8T;DEO DOVE AERO 250ML - IMP;1,740;12;0,14500
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;B8V;DEO REXONA AERO 250ML - IMP;1,780;12;0,14833
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;BLU;DEO DOVE AERO 250ML;1,740;12;0,14500
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;BLW;DEO REXONA AERO 250ML;1,776;12;0,14800
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;BM4;DEO DOVE MEN AERO 250ML;1,740;12;0,14500
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;DOVE;BM6;DEO DOVE MEN AERO 250ML - IMP;1,780;12;0,14833
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;AXE;C78;DEO AXE AERO REGULAR;1,068;12;0,08900
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE AEROSOL;REXONA;C7Y;DEO REXONA AERO REGULAR TAM MENORES;0,780;12;0,06500
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE STICK;DOVE;C8C;DEO DOVE STICK;0,600;12;0,05000
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE STICK;REXONA;CA0;DEO REXONA CLINICAL SOFT SOLID;0,696;12;0,05800
PC;DEODORANTS;DEODORANTS;DEODORANTS;DESODORANTE CREME;DOVE;CDI;DEO DOVE CREME REGULAR;0,600;12;0,05000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;435;ORAL CLOSE UP EXTRA WHITENING;4,680;36;0,13000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;436;ORAL CLOSE UP GEL RED HOT;6,480;72;0,09000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;437;ORAL CLOSE UP LIQUIFRESH;7,200;72;0,10000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;438;ORAL CLOSE UP TRIPLE;5,040;72;0,07000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;439;ORAL CLOSE UP WHITE NOW;5,040;72;0,07000
PC;ORAL CARE;ORAL CARE;ORAL CARE;ESCOVA DENTAL;CLOSE UP;6NQ;ORAL ESC DENTAL CLOSEUP;0,173;12;0,01442
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;7QC;ORAL CLOSE UP WH ATTRACTION 70G;5,040;72;0,07000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;7QE;ORAL CLOSE UP BIO ATIVA;5,040;72;0,07000
PC;ORAL CARE;ORAL CARE;ORAL CARE;MOUTHWASH;CLOSE UP;A2A;ORAL CLOSE UP ENXAGUANTE BUCAL 250ML;3,000;12;0,25000
PC;ORAL CARE;ORAL CARE;ORAL CARE;MOUTHWASH;CLOSE UP;A7J;ORAL CLOSE UP ENXAGUANTE BUCAL 500ML;6,000;12;0,50000
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;BRG;ORAL CLOSE UP MULTIVITAMINAS;6,120;72;0,08500
PC;ORAL CARE;ORAL CARE;ORAL CARE;CREME DENTAL;CLOSE UP;CAF;ORAL CLOSE UP CARVAO ATIVADO;6,125;72;0,08507
PC;PERSONAL WASH;PERSONAL WASH;PERSONAL WASH;SABONETES EM BARRA;REXONA;356;SAB BARRA REXONA 84G;9,072;108;0,08400
PC;PERSONAL WASH;PERSONAL WASH;PERSONAL WASH;SABONETES LIQUIDOS;DOVE;448;SAB LIQ DOVE HANDWASH;1,550;6;0,25833
PC;PERSONAL WASH;BABY;BABY DOVE;SABONETES EM BARRA;BABY DOVE;44A;SAB BARRA BABY DOVE 75G (NOVO);3,600;48;0,07500
PC;PERSONAL WASH;PERSONAL WASH;PERSONAL WASH;SABONETES EM BARRA;DOVE;44B;SAB BARRA DOVE 90G;4,320;48;0,09000
